movie_id,tag_id,relevance
14,426,0.5855
14,443,0.71025
14,445,0.752
14,446,0.94
14,452,0.82375
14,464,0.64875
14,465,0.96475
14,466,0.718
14,467,0.515
14,468,0.8694999999999999
14,469,0.73375
14,470,0.51125
14,471,0.582
14,472,0.5365
14,493,0.659
14,496,0.60075
14,504,0.7549999999999999
14,517,0.742
14,518,0.52325
14,519,0.7537499999999999
14,528,0.5045
14,531,0.5725
14,532,0.5235
14,536,0.9597500000000001
14,540,0.62475
14,544,0.51775
14,545,0.62125
14,547,0.623
14,549,0.534
14,550,0.7055
14,551,0.57
14,553,0.72625
14,554,0.8672500000000001
14,557,0.68325
14,565,0.54025
14,585,0.51525
14,600,0.8660000000000001
14,601,0.69675
14,602,0.7515000000000001
14,606,0.5275
14,610,0.92075
14,625,0.68575
14,628,0.61775
14,634,0.899
14,640,0.817
14,641,0.67675
14,645,0.70525
14,646,0.7875000000000001
14,650,0.98325
14,669,0.53825
14,675,0.57825
14,679,0.65425
14,691,0.9365000000000001
14,726,0.5075
14,731,0.67125
14,733,0.91425
14,742,0.9335
14,743,0.63425
14,745,0.9345000000000001
14,746,0.923
14,747,0.85575
14,749,0.62325
14,750,0.98125
14,751,0.8382499999999999
14,753,0.59025
14,756,0.97675
14,758,0.8795
14,759,0.692
14,760,0.60925
14,761,0.8055000000000001
14,768,0.8692500000000001
14,771,0.73075
14,777,0.609
14,779,0.60975
14,780,0.78775
14,789,0.57075
14,791,0.69925
14,801,0.7355
14,806,0.96875
14,823,0.6795
14,824,0.60725
14,829,0.51925
14,830,0.60925
14,840,0.72875
14,844,0.6725
14,845,0.8927499999999999
14,846,0.79725
14,867,0.574
14,872,0.5185
14,876,0.8665
14,877,0.58775
14,878,0.69625
14,897,0.512
14,899,0.63075
14,909,0.774
14,910,0.603
14,911,0.66325
14,931,0.5905
14,936,0.9279999999999999
14,950,0.7415
14,967,0.67075
14,971,0.67475
14,972,0.835
14,974,0.593
14,977,0.5205
14,981,0.56325
14,982,0.629
14,984,0.9564999999999999
14,992,0.62075
14,995,0.7405
14,999,0.529
14,1008,0.672
14,1024,0.8552500000000001
14,1035,0.6785
14,1037,0.613
14,1051,0.679
14,1062,0.57975
14,1070,0.578
14,1071,0.61525
14,1072,0.644
14,1073,0.619
14,1084,0.6655
14,1085,0.67075
14,1089,0.6005
14,1090,0.538
14,1091,0.74
14,1092,0.7702500000000001
14,1103,0.678
14,1104,0.796
14,1114,0.64575
15,5,0.6785
15,30,0.55675
15,31,0.724
15,33,0.74875
15,36,0.58275
15,54,0.95625
15,55,0.8905000000000001
15,79,0.5915
15,86,0.6465
15,122,0.58175
15,133,0.61925
15,134,0.58425
15,135,0.6555
15,140,0.9195
15,143,0.5185
15,162,0.63525
15,192,0.53425
15,194,0.8325
15,203,0.89225
15,212,0.91625
15,215,0.8767499999999999
15,220,0.544
15,240,0.567
15,258,0.55575
15,270,0.93625
15,275,0.66725
15,276,0.55625
15,292,0.55475
15,297,0.7847500000000001
15,302,0.7862499999999999
15,319,0.51025
15,323,0.77725
15,328,0.67825
15,351,0.9157500000000001
15,365,0.70325
15,366,0.603
15,368,0.57725
15,412,0.62475
15,443,0.7015
15,446,0.56975
15,464,0.7729999999999999
15,465,0.87825
15,466,0.73975
15,468,0.7689999999999999
15,469,0.83325
15,472,0.8029999999999999
15,504,0.7675000000000001
15,531,0.60825
15,536,0.98125
15,546,0.5795
15,554,0.58
15,558,0.53325
15,565,0.5635
15,582,0.65075
15,600,0.6105
15,601,0.53275
15,602,0.59425
15,610,0.889
15,634,0.9817499999999999
15,640,0.77525
15,641,0.75075
15,646,0.728
15,689,0.536
15,691,0.70775
15,714,0.80725
15,733,0.72775
15,742,0.7549999999999999
15,746,0.756
15,747,0.683
15,749,0.7345
15,750,0.859
15,756,0.7685
15,758,0.5005
15,759,0.5325
15,760,0.728
15,782,0.81125
15,791,0.58025
15,830,0.7085
15,837,0.825
15,845,0.66825
15,936,0.617
15,971,0.86825
15,972,0.9205000000000001
15,982,0.58025
15,999,0.56525
15,1008,0.86425
15,1037,0.6605
15,1051,0.5315
15,1090,0.77725
15,1091,0.75275
15,1092,0.57575
15,1104,0.5125
18,12,0.63025
18,18,0.69875
18,19,0.944
18,20,0.8194999999999999
18,29,0.67725
18,43,0.9392499999999999
18,44,0.6715
18,45,0.899
18,70,0.8015000000000001
18,73,0.578
18,122,0.53925
18,132,0.8145
18,162,0.5445
18,177,0.56125
18,188,0.682
18,192,0.738
18,195,0.829
18,207,0.64725
18,212,0.7175
18,220,0.59525
18,221,0.79175
18,222,0.9007499999999999
18,229,0.79575
18,230,0.64625
18,240,0.51775
18,255,0.75725
18,266,0.731
18,274,0.6775
18,275,0.7935000000000001
18,276,0.7535000000000001
18,277,0.65225
18,298,0.609
18,299,0.83175
18,302,0.6785
18,311,0.63225
18,336,0.81525
18,337,0.8927499999999999
18,345,0.7589999999999999
18,346,0.76275
18,349,0.8607499999999999
18,351,0.61475
18,355,0.532
18,364,0.54725
18,377,0.62425
18,378,0.51
18,382,0.734
18,389,0.758
18,396,0.697
18,414,0.59925
18,415,0.8202499999999999
18,419,0.982
18,420,0.9957499999999999
18,445,0.65025
18,447,0.7705
18,452,0.613
18,454,0.8345
18,461,0.62825
18,464,0.732
18,465,0.53075
18,466,0.59925
18,469,0.693
18,481,0.8254999999999999
18,529,0.61
18,535,0.7605
18,554,0.57875
18,602,0.5525
18,603,0.5975
18,613,0.59325
18,614,0.53975
18,646,0.7215
18,694,0.51625
18,730,0.51325
18,731,0.52425
18,742,0.8912500000000001
18,743,0.616
18,777,0.63675
18,780,0.60575
18,787,0.67625
18,788,0.5335
18,802,0.52425
18,811,0.501
18,816,0.55075
18,829,0.53325
18,830,0.6005
18,860,0.5925
18,863,0.54025
18,886,0.98275
18,887,0.98925
18,889,0.97725
18,890,0.9857499999999999
18,891,0.60825
18,911,0.51825
18,913,0.5165
18,919,0.7882499999999999
18,920,0.7737499999999999
18,936,0.58725
18,942,0.9285000000000001
18,943,0.9730000000000001
18,945,0.69875
18,951,0.9199999999999999
18,971,0.58525
18,972,0.70775
18,977,0.8325
18,981,0.57275
18,982,0.7935000000000001
18,995,0.72475
18,999,0.505
18,1012,0.83925
18,1054,0.61175
18,1066,0.56425
18,1090,0.9784999999999999
18,1091,0.97725
18,1092,0.986
18,1093,0.7795000000000001
18,1101,0.78525
18,1104,0.92075
19,4,0.65925
19,21,0.50425
19,22,0.59525
19,33,0.526
19,46,0.8680000000000001
19,54,0.728
19,59,1.0
19,60,0.72425
19,75,0.5035
19,79,0.52
19,86,0.568
19,122,0.591
19,140,0.92225
19,143,0.63475
19,162,0.6575
19,182,0.60225
19,188,0.59925
19,192,0.7275
19,195,0.6785
19,212,0.677
19,215,0.8865000000000001
19,221,0.602
19,222,0.5565
19,240,0.65425
19,270,0.8919999999999999
19,275,0.7795000000000001
19,277,0.53425
19,280,0.62225
19,281,0.51975
19,302,0.68225
19,311,0.9970000000000001
19,324,0.59625
19,336,0.95025
19,337,0.996
19,345,0.5395
19,351,0.66875
19,368,0.61075
19,391,0.59475
19,401,0.56275
19,419,0.98475
19,420,0.99275
19,443,0.67225
19,464,0.5075
19,465,0.71675
19,472,0.738
19,473,0.59425
19,531,0.75325
19,535,0.66725
19,536,0.9757499999999999
19,554,0.51275
19,603,0.51625
19,609,0.741
19,610,0.54475
19,620,0.889
19,634,0.96825
19,640,0.553
19,641,0.5485
19,675,0.52975
19,691,0.56
19,742,0.861
19,743,0.5965
19,747,0.7325
19,750,0.7642500000000001
19,759,0.525
19,779,0.502
19,780,0.57725
19,806,0.52875
19,843,0.7582500000000001
19,845,0.7185
19,851,0.6305
19,860,0.9117500000000001
19,861,0.6945
19,867,0.631
19,886,0.8995
19,887,0.877
19,889,0.9710000000000001
19,890,0.94
19,898,0.52375
19,918,0.9392499999999999
19,936,0.9265000000000001
19,951,0.7055
19,971,0.6245
19,972,0.81175
19,977,0.63175
19,982,0.51375
19,992,0.51175
19,1008,0.8574999999999999
19,1012,0.84125
19,1024,0.663
19,1040,0.51325
19,1066,0.7749999999999999
19,1089,0.51025
19,1090,0.9515
19,1091,0.7827500000000001
19,1092,0.8485
19,1093,0.65675
19,1104,0.76325
19,1117,0.57675
22,3,0.8440000000000001
22,19,0.9650000000000001
22,20,0.8185
22,29,0.9877499999999999
22,67,0.685
22,93,0.55275
22,94,0.82575
22,121,0.7085
22,129,0.62725
22,132,0.9412499999999999
22,188,0.55975
22,195,0.643
22,203,0.5315
22,215,0.52425
22,220,0.718
22,230,0.8407500000000001
22,255,0.7035
22,260,0.5485
22,275,0.5695
22,299,0.68925
22,302,0.7629999999999999
22,309,0.7095
22,334,0.7175
22,338,0.50425
22,355,0.91625
22,359,0.5525
22,364,0.7802500000000001
22,365,0.6335
22,367,0.7762500000000001
22,371,0.74025
22,374,0.706
22,377,0.754
22,378,0.8915
22,382,0.80925
22,387,0.571
22,388,0.57975
22,389,0.86775
22,390,0.66375
22,406,0.624
22,414,0.9117500000000001
22,415,0.8707499999999999
22,417,0.701
22,435,0.51275
22,436,0.74375
22,445,0.8614999999999999
22,446,0.614
22,447,0.817
22,452,0.7875000000000001
22,454,0.50675
22,455,0.5795
22,464,0.867
22,465,0.72725
22,468,0.7425
22,469,0.8919999999999999
22,471,0.63475
22,472,0.67575
22,481,0.60225
22,490,0.6295
22,502,0.746
22,505,0.539
22,528,0.71025
22,529,0.83175
22,536,0.9007499999999999
22,538,0.5325
22,553,0.539
22,554,0.5835
22,568,0.6095
22,587,0.71625
22,588,0.503
22,602,0.51325
22,603,0.6225
22,613,0.56825
22,614,0.7637499999999999
22,623,0.56625
22,646,0.67725
22,690,0.74675
22,742,0.847
22,743,0.7929999999999999
22,745,0.68875
22,752,0.61725
22,761,0.66325
22,777,0.8895
22,784,0.99525
22,787,0.73825
22,789,0.60575
22,829,0.66275
22,830,0.67575
22,844,0.5515
22,850,0.5
22,863,0.7777499999999999
22,864,0.6585
22,883,0.6725
22,897,0.52325
22,902,0.62375
22,919,0.57275
22,920,0.623
22,951,0.92475
22,967,0.553
22,971,0.88425
22,972,0.61975
22,992,0.5525
22,999,0.54375
22,1001,0.99675
22,1005,0.99075
22,1006,0.9737499999999999
22,1012,0.51975
22,1043,0.9664999999999999
22,1044,0.9612499999999999
22,1051,0.56725
22,1070,0.6115
22,1071,0.5815
22,1072,0.692
22,1084,0.713
22,1090,0.545
22,1091,0.829
22,1092,0.67225
22,1100,0.52925
22,1108,0.52975
22,1114,0.7782500000000001
24,18,0.52225
24,19,0.9432499999999999
24,20,0.6495
24,21,0.50875
24,54,0.8640000000000001
24,67,0.68125
24,75,0.5655
24,79,0.69125
24,81,0.95825
24,82,0.911
24,83,0.76075
24,86,0.53675
24,93,0.5285
24,94,0.9027499999999999
24,122,0.681
24,128,0.8025
24,129,0.5215
24,141,0.51875
24,145,0.9490000000000001
24,146,0.9937499999999999
24,162,0.61275
24,168,0.9077500000000001
24,169,0.976
24,176,0.662
24,192,0.53925
24,212,0.78725
24,215,0.5805
24,220,0.69275
24,229,0.76925
24,240,0.7829999999999999
24,242,0.54525
24,255,0.8975
24,258,0.52625
24,268,0.8095000000000001
24,269,0.72075
24,274,0.63625
24,275,0.82575
24,276,0.8142499999999999
24,285,0.71475
24,288,0.9764999999999999
24,289,0.8745
24,292,0.56725
24,302,0.88175
24,312,0.559
24,355,0.63875
24,356,0.68075
24,359,0.67625
24,365,0.71475
24,366,0.58325
24,367,0.66625
24,382,0.7765
24,389,0.9072499999999999
24,390,0.6435
24,403,0.6185
24,414,0.54625
24,423,0.8062499999999999
24,424,0.7685
24,443,0.663
24,445,0.6155
24,446,0.6565
24,447,0.53825
24,448,0.7675000000000001
24,449,0.60175
24,452,0.9575
24,456,0.8485
24,458,0.95275
24,462,0.8187500000000001
24,463,0.9930000000000001
24,464,0.632
24,465,0.85825
24,467,0.8089999999999999
24,468,0.722
24,469,0.7695000000000001
24,470,0.60825
24,471,0.77075
24,474,0.7795000000000001
24,475,0.76925
24,481,0.638
24,482,0.5895
24,493,0.664
24,500,0.5125
24,504,0.8525
24,510,0.9392499999999999
24,512,0.86575
24,519,0.57275
24,524,0.52625
24,536,0.976
24,540,0.65825
24,547,0.5455
24,553,0.8267500000000001
24,554,0.6745
24,565,0.59825
24,575,0.8734999999999999
24,585,0.645
24,586,0.61
24,592,0.952
24,602,0.5655
24,611,0.71975
24,613,0.538
24,622,0.54975
24,631,0.9492499999999999
24,634,0.9757499999999999
24,640,0.6485
24,646,0.9435
24,658,0.6185
24,660,0.7095
24,668,0.71375
24,675,0.59425
24,679,0.5605
24,682,0.694
24,691,0.65375
24,714,0.7655000000000001
24,715,0.9275
24,741,0.8747499999999999
24,742,0.8787499999999999
24,743,0.7235
24,745,0.53575
24,750,0.70975
24,760,0.5185
24,762,0.56175
24,780,0.75475
24,787,0.53225
24,789,0.61875
24,801,0.6795
24,806,0.59325
24,825,0.65525
24,829,0.70675
24,830,0.748
24,838,0.55375
24,844,0.6135
24,850,0.9472499999999999
24,873,0.9075
24,910,0.9265000000000001
24,911,0.5845
24,936,0.65725
24,956,0.9675
24,971,0.67325
24,972,0.9455
24,981,0.992
24,982,0.9782500000000001
24,992,0.7622500000000001
24,999,0.733
24,1005,0.9355
24,1006,0.925
24,1008,0.59775
24,1009,0.9884999999999999
24,1020,0.56725
24,1029,0.95625
24,1034,0.6995
24,1037,0.518
24,1049,0.7502500000000001
24,1050,0.5415
24,1051,0.71175
24,1059,0.7095
24,1064,0.5925
24,1070,0.9897499999999999
24,1071,0.52675
24,1072,0.5885
24,1082,0.8005
24,1083,0.8367500000000001
24,1084,0.99075
24,1085,0.99075
24,1089,0.9724999999999999
24,1090,0.75925
24,1091,0.95225
24,1092,0.76275
24,1101,0.64775
24,1104,0.73275
24,1114,0.54425
24,1125,0.9637500000000001
25,21,0.52775
25,22,0.8380000000000001
25,69,0.865
25,107,0.9477500000000001
25,113,0.8705
25,127,0.9824999999999999
25,160,0.59875
25,169,0.6725
25,194,0.55475
25,212,0.6245
25,214,0.551
25,238,0.535
25,298,0.53075
25,323,0.6505
25,324,0.71475
25,348,0.59675
25,362,0.65025
25,366,0.54
25,370,0.68975
25,401,0.5595
25,445,0.5875
25,446,0.635
25,452,0.70725
25,464,0.53925
25,465,0.8420000000000001
25,468,0.5375
25,469,0.54275
25,473,0.50075
25,480,0.98725
25,493,0.63675
25,508,0.5675
25,519,0.5515
25,531,0.584
25,536,0.55075
25,547,0.8325
25,553,0.8082499999999999
25,554,0.54875
25,560,0.8939999999999999
25,561,0.63225
25,567,0.503
25,610,0.5065
25,625,0.6245
25,646,0.62025
25,649,0.80525
25,651,0.9235
25,668,0.57675
25,691,0.57575
25,731,0.54425
25,742,0.8227500000000001
25,745,0.533
25,749,0.80975
25,750,0.67875
25,791,0.60475
25,798,0.7365
25,800,0.7635000000000001
25,801,0.659
25,806,0.59125
25,823,0.7015
25,824,0.66775
25,840,0.78775
25,845,0.5005
25,870,0.54
25,936,0.8089999999999999
25,972,0.559
25,1024,0.705
25,1047,0.61625
25,1079,0.54675
25,1084,0.5235
25,1085,0.52875
25,1089,0.62225
25,1096,0.9850000000000001
25,1097,0.9590000000000001
25,1098,0.861
25,1101,0.6325
27,76,0.7795000000000001
27,118,0.9610000000000001
27,155,0.54525
27,191,0.656
27,253,0.73025
27,360,0.9217500000000001
27,557,0.7882499999999999
27,625,0.9915
27,640,0.50775
27,725,0.8985000000000001
27,727,0.8732500000000001
27,728,0.9355
27,731,0.6995
27,742,0.59775
27,792,0.73675
27,801,0.9964999999999999
27,846,0.7967500000000001
27,905,0.9962500000000001
27,907,0.996
27,909,0.9815
27,910,0.66675
27,911,0.89625
27,1095,0.6215
28,8,0.5385
28,12,0.86225
28,18,0.61725
28,21,0.66125
28,22,0.8875
28,33,0.74025
28,46,0.73425
28,54,0.9047499999999999
28,55,0.8434999999999999
28,69,0.8182499999999999
28,70,0.68975
28,79,0.63725
28,81,0.70225
28,82,0.772
28,86,0.794
28,107,0.7642500000000001
28,113,0.7335
28,121,0.572
28,122,0.5585
28,127,0.9870000000000001
28,143,0.621
28,146,0.5215
28,162,0.7617499999999999
28,168,0.693
28,169,0.9295
28,188,0.52475
28,192,0.8287500000000001
28,194,0.61625
28,212,0.9032500000000001
28,215,0.77125
28,218,0.51325
28,240,0.7822499999999999
28,241,0.622
28,242,0.6695
28,250,0.58575
28,258,0.592
28,267,0.6485
28,270,0.71425
28,274,0.636
28,275,0.7715000000000001
28,276,0.555
28,277,0.61
28,285,0.935
28,288,0.8474999999999999
28,289,0.593
28,296,0.5005
28,302,0.70875
28,312,0.7705
28,323,0.8
28,324,0.764
28,325,0.55
28,328,0.5015
28,329,0.56175
28,331,0.587
28,344,0.66225
28,351,0.83975
28,359,0.83975
28,362,0.57925
28,364,0.535
28,365,0.796
28,366,0.63925
28,368,0.6385
28,401,0.82525
28,407,0.998
28,431,0.56275
28,443,0.96825
28,446,0.66425
28,452,0.708
28,463,0.511
28,464,0.64
28,465,0.9045000000000001
28,466,0.62375
28,468,0.76525
28,469,0.7485
28,471,0.56075
28,472,0.5285
28,473,0.7375
28,487,0.8905000000000001
28,493,0.71875
28,504,0.7845
28,519,0.58
28,526,0.6235
28,527,0.5555
28,531,0.57725
28,536,0.9755
28,540,0.5245
28,547,0.982
28,553,0.7867500000000001
28,554,0.689
28,584,0.875
28,602,0.51575
28,609,0.536
28,610,0.5795
28,611,0.77275
28,619,0.57875
28,625,0.62975
28,634,0.9770000000000001
28,640,0.6475
28,641,0.66625
28,646,0.5295
28,651,0.68275
28,652,0.71
28,669,0.74825
